Country,Country.Region,ID,animals,Taxon,Current_onfeed,meanBAU2050_onfeed,meanMixed2050_onfeed,meanMarine2050_onfeed
The former Yugoslav Republic of Macedonia,Europe,Europe_fw fish,fw fish,Seafood,1214,2434,5270,2418
Republic of Moldova,Europe,Europe_fw fish,fw fish,Seafood,3306,6629,14351,6586
Montenegro,Europe,Europe_fw fish,fw fish,Seafood,597,1197,2592,1189
Netherlands,Europe,Europe_fw fish,fw fish,Seafood,5555,11139,24114,11066
New Zealand,New Zealand,New Zealand_fw fish,fw fish,Seafood,1084,2174,4706,2159
Northern Mariana Is.,USA,USA_fw fish,fw fish,Seafood,19,38,82,38
Norway,Europe,Europe_fw fish,fw fish,Seafood,76,151,328,150
Poland,Europe,Europe_fw fish,fw fish,Seafood,39739,79687,172506,79161
Portugal,Europe,Europe_fw fish,fw fish,Seafood,752,1508,3265,1498
Romania,Europe,Europe_fw fish,fw fish,Seafood,6456,12947,28027,12861
Serbia,Europe,Europe_fw fish,fw fish,Seafood,6635,13305,28803,13217
Serbia and Montenegro,Europe,Europe_fw fish,fw fish,Seafood,0,0,0,0
Slovakia,Europe,Europe_fw fish,fw fish,Seafood,1224,2454,5313,2438
Slovenia,Europe,Europe_fw fish,fw fish,Seafood,901,1806,3910,1794
Spain,Europe,Europe_fw fish,fw fish,Seafood,15531,31143,67418,30937
Sweden,Europe,Europe_fw fish,fw fish,Seafood,8659,17364,37589,17249
Switzerland,Europe,Europe_fw fish,fw fish,Seafood,1593,3194,6915,3173
United Kingdom,Europe,Europe_fw fish,fw fish,Seafood,11469,22998,49785,22846
United States of America,USA,USA_fw fish,fw fish,Seafood,176372,353672,765631,351340
US Virgin Islands,USA,USA_fw fish,fw fish,Seafood,8,15,33,15
Australia,Australia,Australia_fw crustacean,fw crustacean,Seafood,131,261,567,260
Austria,Europe,Europe_fw crustacean,fw crustacean,Seafood,0,0,0,0
Bulgaria,Europe,Europe_fw crustacean,fw crustacean,Seafood,17,35,75,34
Estonia,Europe,Europe_fw crustacean,fw crustacean,Seafood,0,0,1,0
Italy,Europe,Europe_fw crustacean,fw crustacean,Seafood,8,15,33,15
Latvia,Europe,Europe_fw crustacean,fw crustacean,Seafood,0,0,0,0
Republic of Moldova,Europe,Europe_fw crustacean,fw crustacean,Seafood,20,40,87,40
New Caledonia,Island nation,Other_fw crustacean,fw crustacean,Seafood,3,6,13,6
Poland,Europe,Europe_fw crustacean,fw crustacean,Seafood,0,0,0,0
Spain,Europe,Europe_fw crustacean,fw crustacean,Seafood,4,7,15,7
Sweden,Europe,Europe_fw crustacean,fw crustacean,Seafood,1,2,4,2
United States of America,USA,USA_fw crustacean,fw crustacean,Seafood,60925,121949,264475,121365
Albania,Europe,Europe_mollusc,mollusc,seafood,0,0,0,0
Australia,Australia,Australia_mollusc,mollusc,seafood,0,0,0,0
Bosnia and Herzegovina,Europe,Europe_mollusc,mollusc,seafood,0,0,0,0
Bulgaria,Europe,Europe_mollusc,mollusc,seafood,0,0,0,0
Canada,Canada,Canada_mollusc,mollusc,seafood,0,0,0,0
Channel Islands,USA,USA_mollusc,mollusc,seafood,0,0,0,0
Croatia,Europe,Europe_mollusc,mollusc,seafood,0,0,0,0
Denmark,Europe,Europe_mollusc,mollusc,seafood,0,0,0,0
France,Europe,Europe_mollusc,mollusc,seafood,0,0,0,0
Germany,Europe,Europe_mollusc,mollusc,seafood,0,0,0,0
Greece,Europe,Europe_mollusc,mollusc,seafood,0,0,0,0
Iceland,Europe,Europe_mollusc,mollusc,seafood,0,0,0,0
Ireland,Europe,Europe_mollusc,mollusc,seafood,0,0,0,0
Italy,Europe,Europe_mollusc,mollusc,seafood,0,0,0,0
Montenegro,Europe,Europe_mollusc,mollusc,seafood,0,0,0,0
Netherlands,Europe,Europe_mollusc,mollusc,seafood,0,0,0,0
New Caledonia,Island nation,Other_mollusc,mollusc,seafood,0,0,0,0
New Zealand,New Zealand,New Zealand_mollusc,mollusc,seafood,0,0,0,0
Norway,Europe,Europe_mollusc,mollusc,seafood,0,0,0,0
Portugal,Europe,Europe_mollusc,mollusc,seafood,0,0,0,0
Romania,Europe,Europe_mollusc,mollusc,seafood,0,0,0,0
Serbia and Montenegro,Europe,Europe_mollusc,mollusc,seafood,0,0,0,0
Slovenia,Europe,Europe_mollusc,mollusc,seafood,0,0,0,0
Spain,Europe,Europe_mollusc,mollusc,seafood,0,0,0,0
Saint Pierre and Miquelon,Canada,Canada_mollusc,mollusc,seafood,0,0,0,0
Sweden,Europe,Europe_mollusc,mollusc,seafood,0,0,0,0
Turks and Caicos Islands,Caribbean,Caribbean_mollusc,mollusc,seafood,0,0,0,0
United Kingdom,Europe,Europe_mollusc,mollusc,seafood,0,0,0,0
United States of America,USA,USA_mollusc,mollusc,seafood,0,0,0,0
Afghanistan,Middle East,Middle East_beef,beef,Meat,72360,109013,72360,72360
Algeria,Northern Africa,Northern Africa_beef,beef,Meat,75572,113852,75572,75572
American Samoa,Island nation,Other_beef,beef,Meat,3,4,3,3
Angola,Central Africa,Central Africa_beef,beef,Meat,46376,69867,46376,46376
Antigua and Barbuda,Caribbean,Caribbean_beef,beef,Meat,108,162,108,108
Argentina,South America,South America_beef,beef,Meat,1806080,2720932,1806080,1806080
Armenia,East Europe and CIS,Other_beef,beef,Meat,33768,50873,33768,33768
Azerbaijan,Middle East,Middle East_beef,beef,Meat,66419,100063,66419,66419
Bahamas,Caribbean,Caribbean_beef,beef,Meat,12,19,12,12
Bahrain,Middle East,Middle East_beef,beef,Meat,557,840,557,557
Bangladesh,Middle East,Southern Asia_beef,beef,Meat,104760,157825,104760,104760
Barbados,Caribbean,Caribbean_beef,beef,Meat,110,166,110,110
Belarus,East Europe and CIS,Other_beef,beef,Meat,198891,299637,198891,198891
Belize,Central America,Central America_beef,beef,Meat,1183,1782,1183,1183
Benin,Western Africa,Western Africa_beef,beef,Meat,13794,20781,13794,13794
Bhutan,Middle East,Middle East_beef,beef,Meat,2754,4149,2754,2754
Bolivia (Plurinational State of),South America,South America_beef,beef,Meat,139347,209932,139347,139347
Botswana,Southern Africa,Southern Africa_beef,beef,Meat,20680,31155,20680,20680
Brazil,South America,South America_beef,beef,Meat,6192000,9328496,6192000,6192000
British Virgin Islands,Caribbean,Caribbean_beef,beef,Meat,96,144,96,96
Brunei Darussalam,Southern Asia,Southern Asia_beef,beef,Meat,693,1045,693,693
Burkina Faso,Western Africa,Western Africa_beef,beef,Meat,33370,50274,33370,33370
Burundi,Eastern Africa,Eastern Africa_beef,beef,Meat,3987,6006,3987,3987
Cote d'Ivoire,Western Africa,Western Africa_beef,beef,Meat,14007,21103,14007,14007
Cabo Verde,Western Africa,Western Africa_beef,beef,Meat,240,362,240,240
Cambodia,Southern Asia,Southern Asia_beef,beef,Meat,57876,87193,57876,57876
Cameroon,Central Africa,Central Africa_beef,beef,Meat,56320,84848,56320,56320
Central African Republic,Central Africa,Central Africa_beef,beef,Meat,39600,59659,39600,39600
Chad,Central Africa,Central Africa_beef,beef,Meat,43296,65227,43296,43296
Chile,South America,South America_beef,beef,Meat,132022,198897,132022,132022
"China, Hong Kong SAR",Eastern Asia,Eastern Asia_beef,beef,Meat,7110,10711,7110,7110
"China, Macao SAR",Eastern Asia,Eastern Asia_beef,beef,Meat,720,1085,720,720
"China, mainland",China,China_beef,beef,Meat,5754150,8668857,5754150,5754150
"China, Taiwan Province of",China,China_beef,beef,Meat,5400,8135,5400,5400
Colombia,South America,South America_beef,beef,Meat,542982,818024,542982,542982
Comoros,Eastern Africa,Eastern Africa_beef,beef,Meat,557,839,557,557
Congo,Central Africa,Central Africa_beef,beef,Meat,2883,4343,2883,2883
Cook Islands,Island nation,Other_beef,beef,Meat,3,4,3,3
Costa Rica,Central America,Central America_beef,beef,Meat,54421,81988,54421,54421
Cuba,Caribbean,Caribbean_beef,beef,Meat,46161,69543,46161,46161
Cyprus,Western Asia,Western Asia_beef,beef,Meat,1884,2838,1884,1884
Democratic People's Republic of Korea,Eastern Asia,Eastern Asia_beef,beef,Meat,19778,29796,19778,19778
Democratic Republic of the Congo,Central Africa,Central Africa_beef,beef,Meat,5368,8087,5368,5368
Djibouti,Eastern Africa,Eastern Africa_beef,beef,Meat,2662,4010,2662,2662
Dominica,Caribbean,Caribbean_beef,beef,Meat,397,599,397,397
Dominican Republic,Caribbean,Caribbean_beef,beef,Meat,69451,104631,69451,69451
Ecuador,South America,South America_beef,beef,Meat,166720,251170,166720,166720
Egypt,Northern Africa,Northern Africa_beef,beef,Meat,254880,383987,254880,254880
El Salvador,Central America,Central America_beef,beef,Meat,11784,17753,11784,11784
Equatorial Guinea,Central Africa,Central Africa_beef,beef,Meat,22,33,22,22
Eritrea,Eastern Africa,Eastern Africa_beef,beef,Meat,10560,15909,10560,10560
Ethiopia,Eastern Africa,Eastern Africa_beef,beef,Meat,149930,225876,149930,149930
Falkland Islands (Malvinas),South America,South America_beef,beef,Meat,100,151,100,100
Fiji,Island nation,Other_beef,beef,Meat,5244,7900,5244,5244
French Guiana,South America,South America_beef,beef,Meat,227,342,227,227
French Polynesia,Island nation,Other_beef,beef,Meat,90,135,90,90
Gabon,Central Africa,Central Africa_beef,beef,Meat,511,770,511,511
Gambia,Western Africa,Western Africa_beef,beef,Meat,1637,2466,1637,1637
Georgia,Western Asia,Western Asia_beef,beef,Meat,10908,16433,10908,10908
Ghana,Western Africa,Western Africa_beef,beef,Meat,9620,14492,9620,9620
Grenada,Caribbean,Caribbean_beef,beef,Meat,97,146,97,97
Guadeloupe,Caribbean,Caribbean_beef,beef,Meat,2070,3119,2070,2070
Guam,Island nation,Other_beef,beef,Meat,6,8,6,6
Guatemala,Central America,Central America_beef,beef,Meat,53376,80413,53376,53376
Guinea,Western Africa,Western Africa_beef,beef,Meat,24662,37154,24662,24662
Guinea-Bissau,Western Africa,Western Africa_beef,beef,Meat,2952,4448,2952,2952
Guyana,South America,South America_beef,beef,Meat,1448,2181,1448,1448
Haiti,Caribbean,Caribbean_beef,beef,Meat,32085,48337,32085,32085
Honduras,Central America,Central America_beef,beef,Meat,40320,60744,40320,40320
India,Southern Asia,Southern Asia_beef,beef,Meat,879583,1325127,879583,879583
Indonesia,Southern Asia,Southern Asia_beef,beef,Meat,496515,748020,496515,496515
Iran (Islamic Republic of),Middle East,Middle East_beef,beef,Meat,134460,202569,134460,134460
Iraq,Middle East,Middle East_beef,beef,Meat,27702,41734,27702,27702
Israel,Middle East,Middle East_beef,beef,Meat,71409,107581,71409,71409
Jamaica,Caribbean,Caribbean_beef,beef,Meat,3864,5821,3864,3864
Japan,Eastern Asia,Eastern Asia_beef,beef,Meat,457208,688802,457208,457208
Jordan,Western Asia,Western Asia_beef,beef,Meat,10692,16108,10692,10692
Kazakhstan,East Europe and CIS,Other_beef,beef,Meat,241585,363957,241585,241585
Kenya,Eastern Africa,Eastern Africa_beef,beef,Meat,187000,281723,187000,187000
Kiribati,Island nation,Other_beef,beef,Meat,0,0,0,0
Kuwait,Western Asia,Western Asia_beef,beef,Meat,1485,2237,1485,1485
Kyrgyzstan,East Europe and CIS,Other_beef,beef,Meat,62118,93583,62118,62118
Lao People's Democratic Republic,Southern Asia,Southern Asia_beef,beef,Meat,26044,39237,26044,26044
Lebanon,Middle East,Middle East_beef,beef,Meat,25674,38679,25674,25674
Lesotho,Southern Africa,Southern Africa_beef,beef,Meat,5940,8949,5940,5940
Liberia,Western Africa,Western Africa_beef,beef,Meat,501,754,501,501
Libya,Northern Africa,Northern Africa_beef,beef,Meat,4806,7240,4806,4806
Madagascar,Eastern Africa,Eastern Africa_beef,beef,Meat,75735,114098,75735,75735
Malawi,Eastern Africa,Eastern Africa_beef,beef,Meat,16888,25443,16888,16888
Malaysia,Southern Asia,Southern Asia_beef,beef,Meat,24353,36689,24353,24353
Mali,Western Africa,Western Africa_beef,beef,Meat,74360,112026,74360,74360
Martinique,Caribbean,Caribbean_beef,beef,Meat,690,1040,690,690
Mauritania,Western Africa,Western Africa_beef,beef,Meat,12936,19489,12936,12936
Mauritius,Eastern Africa,Eastern Africa_beef,beef,Meat,1166,1757,1166,1166
Mexico,Central America,Central America_beef,beef,Meat,1156325,1742050,1156325,1156325
Micronesia (Federated States of),Island nation,Other_beef,beef,Meat,178,268,178,178
Mongolia,Eastern Asia,Eastern Asia_beef,beef,Meat,50792,76521,50792,50792
Montserrat,Caribbean,Caribbean_beef,beef,Meat,497,748,497,497
Morocco,Northern Africa,Northern Africa_beef,beef,Meat,137160,206637,137160,137160
Mozambique,Eastern Africa,Eastern Africa_beef,beef,Meat,11220,16903,11220,11220
Myanmar,Southern Asia,Southern Asia_beef,beef,Meat,196560,296126,196560,196560
Namibia,Southern Africa,Southern Africa_beef,beef,Meat,15752,23731,15752,15752
Nauru,Island nation,Other_beef,beef,Meat,0,0,0,0
Nepal,Southern Asia,Southern Asia_beef,beef,Meat,47184,71084,47184,47184
Nicaragua,Central America,Central America_beef,beef,Meat,77240,116365,77240,77240
Niger,Western Africa,Western Africa_beef,beef,Meat,62832,94659,62832,62832
Nigeria,Western Africa,Western Africa_beef,beef,Meat,177320,267140,177320,177320
Niue,Island nation,Other_beef,beef,Meat,2,3,2,2
Occupied Palestinian Territory,Middle East,Middle East_beef,beef,Meat,4050,6101,4050,4050
Oman,Middle East,Middle East_beef,beef,Meat,11232,16921,11232,11232
Pakistan,Middle East,Middle East_beef,beef,Meat,439020,661401,439020,439020
Panama,Central America,Central America_beef,beef,Meat,54336,81859,54336,54336
Papua New Guinea,Island nation,Other_beef,beef,Meat,2277,3430,2277,2277
Paraguay,South America,South America_beef,beef,Meat,239360,360605,239360,239360
Peru,South America,South America_beef,beef,Meat,121964,183744,121964,121964
Philippines,Southern Asia,Southern Asia_beef,beef,Meat,179959,271115,179959,179959
Puerto Rico,Central America,Central America_beef,beef,Meat,6592,9931,6592,6592
Qatar,Middle East,Middle East_beef,beef,Meat,267,403,267,267
R'union,Eastern Africa,Eastern Africa_beef,beef,Meat,691,1041,691,691
Republic of Korea,Eastern Asia,Eastern Asia_beef,beef,Meat,302400,455578,302400,302400
Republic of Moldova,East Europe and CIS,Other_beef,beef,Meat,6111,9206,6111,6111
Russian Federation,East Europe and CIS,Other_beef,beef,Meat,1028953,1550158,1028953,1028953
Rwanda,Eastern Africa,Eastern Africa_beef,beef,Meat,15540,23412,15540,15540
Saint Kitts and Nevis,Central America,Central America_beef,beef,Meat,61,92,61,61
Saint Lucia,Central America,Central America_beef,beef,Meat,291,439,291,291
Saint Vincent and the Grenadines,Caribbean,Caribbean_beef,beef,Meat,141,213,141,141
Samoa,Island nation,Other_beef,beef,Meat,759,1143,759,759
Sao Tome and Principe,Central Africa,Central Africa_beef,beef,Meat,63,95,63,63
Saudi Arabia,Middle East,Middle East_beef,beef,Meat,28080,42304,28080,28080
Senegal,Western Africa,Western Africa_beef,beef,Meat,27995,42176,27995,27995
Seychelles,Eastern Africa,Eastern Africa_beef,beef,Meat,3,4,3,3
Sierra Leone,Western Africa,Western Africa_beef,beef,Meat,4435,6682,4435,4435
Singapore,Southern Asia,Southern Asia_beef,beef,Meat,46,69,46,46
Solomon Islands,Island nation,Other_beef,beef,Meat,511,769,511,511
Somalia,Eastern Africa,Eastern Africa_beef,beef,Meat,26620,40104,26620,26620
South Africa,Southern Africa,Southern Africa_beef,beef,Meat,374440,564109,374440,374440
South Sudan,Eastern Africa,Eastern Africa_beef,beef,Meat,93720,141193,93720,93720
Sri Lanka,Southern Asia,Southern Asia_beef,beef,Meat,22250,33520,22250,22250
Sudan,Northern Africa,Northern Africa_beef,beef,Meat,193320,291244,193320,193320
Suriname,South America,South America_beef,beef,Meat,1045,1575,1045,1045
Swaziland,Southern Africa,Southern Africa_beef,beef,Meat,7524,11335,7524,7524
Syrian Arab Republic,Middle East,Middle East_beef,beef,Meat,37735,56850,37735,37735
Tajikistan,East Europe and CIS,Other_beef,beef,Meat,21798,32840,21798,21798
Thailand,Southern Asia,Southern Asia_beef,beef,Meat,145600,219352,145600,145600
Timor-Leste,Southern Asia,Southern Asia_beef,beef,Meat,1047,1577,1047,1047
Togo,Western Africa,Western Africa_beef,beef,Meat,4318,6505,4318,4318
Tokelau,Island nation,Other_beef,beef,Meat,0,0,0,0
Tonga,Island nation,Other_beef,beef,Meat,255,385,255,255
Trinidad and Tobago,Caribbean,Caribbean_beef,beef,Meat,715,1077,715,715
Tunisia,Northern Africa,Northern Africa_beef,beef,Meat,30240,45558,30240,30240
Turkey,Middle East,Middle East_beef,beef,Meat,469418,707197,469418,469418
Turkmenistan,East Europe and CIS,Other_beef,beef,Meat,92106,138761,92106,92106
Tuvalu,Island nation,Other_beef,beef,Meat,0,0,0,0
Uganda,Eastern Africa,Eastern Africa_beef,beef,Meat,87564,131918,87564,87564
Ukraine,East Europe and CIS,Other_beef,beef,Meat,269514,406034,269514,269514
United Arab Emirates,Middle East,Middle East_beef,beef,Meat,8640,13017,8640,8640
United Republic of Tanzania,Eastern Africa,Eastern Africa_beef,beef,Meat,131816,198586,131816,131816
United States Virgin Islands,Caribbean,Caribbean_beef,beef,Meat,380,572,380,380
Uruguay,South America,South America_beef,beef,Meat,321920,484985,321920,321920
Uzbekistan,East Europe and CIS,Other_beef,beef,Meat,512190,771635,512190,512190
Vanuatu,Island nation,Other_beef,beef,Meat,2139,3222,2139,2139
Venezuela (Bolivarian Republic of),South America,South America_beef,beef,Meat,330303,497615,330303,330303
Viet Nam,Southern Asia,Southern Asia_beef,beef,Meat,259714,391270,259714,259714
Wallis and Futuna Islands,Island nation,Other_beef,beef,Meat,2,3,2,2
Western Sahara,Northern Africa,Northern Africa_beef,beef,Meat,0,0,0,0
Yemen,Middle East,Middle East_beef,beef,Meat,60480,91116,60480,60480
Zambia,Eastern Africa,Eastern Africa_beef,beef,Meat,87044,131135,87044,87044
Zimbabwe,Eastern Africa,Eastern Africa_beef,beef,Meat,45650,68774,45650,45650
Afghanistan,Middle East,Middle East_goat,goat,Meat,23868,29463,23868,23868
Algeria,Northern Africa,Northern Africa_goat,goat,Meat,9990,12332,9990,9990
American Samoa,Island nation,Other_goat,goat,Meat,0,0,0,0
Angola,Central Africa,Central Africa_goat,goat,Meat,8250,10184,8250,8250
Antigua and Barbuda,Caribbean,Caribbean_goat,goat,Meat,1,1,1,1
Argentina,South America,South America_goat,goat,Meat,6336,7821,6336,6336
Armenia,East Europe and CIS,Other_goat,goat,Meat,0,0,0,0
Azerbaijan,Middle East,Middle East_goat,goat,Meat,0,0,0,0
Bahamas,Caribbean,Caribbean_goat,goat,Meat,50,61,50,50
Bahrain,Middle East,Middle East_goat,goat,Meat,105,130,105,105
Bangladesh,Middle East,Southern Asia_goat,goat,Meat,110160,135984,110160,110160
Barbados,Caribbean,Caribbean_goat,goat,Meat,21,26,21,21
Belarus,East Europe and CIS,Other_goat,goat,Meat,0,0,0,0
Belize,Central America,Central America_goat,goat,Meat,1,1,1,1
Benin,Western Africa,Western Africa_goat,goat,Meat,2398,2960,2398,2398
Bhutan,Middle East,Middle East_goat,goat,Meat,88,109,88,88
Bolivia (Plurinational State of),South America,South America_goat,goat,Meat,3563,4398,3563,3563
Botswana,Southern Africa,Southern Africa_goat,goat,Meat,2534,3129,2534,2534
Brazil,South America,South America_goat,goat,Meat,19136,23622,19136,19136
British Virgin Islands,Caribbean,Caribbean_goat,goat,Meat,25,31,25,25
Brunei Darussalam,Southern Asia,Southern Asia_goat,goat,Meat,33,40,33,33
Burkina Faso,Western Africa,Western Africa_goat,goat,Meat,11645,14374,11645,11645
Burundi,Eastern Africa,Eastern Africa_goat,goat,Meat,1249,1541,1249,1249
Cote d'Ivoire,Western Africa,Western Africa_goat,goat,Meat,1756,2167,1756,1756
Cabo Verde,Western Africa,Western Africa_goat,goat,Meat,376,464,376,376
Cambodia,Southern Asia,Southern Asia_goat,goat,Meat,0,0,0,0
Cameroon,Central Africa,Central Africa_goat,goat,Meat,9108,11243,9108,9108
Central African Republic,Central Africa,Central Africa_goat,goat,Meat,9442,11656,9442,9442
Chad,Central Africa,Central Africa_goat,goat,Meat,11880,14665,11880,11880
Chile,South America,South America_goat,goat,Meat,3599,4442,3599,3599
"China, Hong Kong SAR",Eastern Asia,Eastern Asia_goat,goat,Meat,106,131,106,106
"China, Macao SAR",Eastern Asia,Eastern Asia_goat,goat,Meat,0,0,0,0
"China, mainland",China,China_goat,goat,Meat,1800000,2221956,1800000,1800000
"China, Taiwan Province of",China,China_goat,goat,Meat,2070,2555,2070,2070
Colombia,South America,South America_goat,goat,Meat,4029,4974,4029,4029
Comoros,Eastern Africa,Eastern Africa_goat,goat,Meat,172,212,172,172
Congo,Central Africa,Central Africa_goat,goat,Meat,484,597,484,484
Cook Islands,Island nation,Other_goat,goat,Meat,1,2,1,1
Costa Rica,Central America,Central America_goat,goat,Meat,13,16,13,13
Cuba,Caribbean,Caribbean_goat,goat,Meat,2415,2981,2415,2415
Cyprus,Western Asia,Western Asia_goat,goat,Meat,1230,1518,1230,1230
Democratic People's Republic of Korea,Eastern Asia,Eastern Asia_goat,goat,Meat,13230,16331,13230,13230
Democratic Republic of the Congo,Central Africa,Central Africa_goat,goat,Meat,8140,10048,8140,8140
Djibouti,Eastern Africa,Eastern Africa_goat,goat,Meat,1073,1324,1073,1073
Dominica,Caribbean,Caribbean_goat,goat,Meat,29,36,29,29
Dominican Republic,Caribbean,Caribbean_goat,goat,Meat,697,860,697,697
Ecuador,South America,South America_goat,goat,Meat,762,940,762,762
Egypt,Northern Africa,Northern Africa_goat,goat,Meat,29970,36996,29970,29970
El Salvador,Central America,Central America_goat,goat,Meat,59,73,59,59
Equatorial Guinea,Central Africa,Central Africa_goat,goat,Meat,21,26,21,21
Eritrea,Eastern Africa,Eastern Africa_goat,goat,Meat,2693,3324,2693,2693
Ethiopia,Eastern Africa,Eastern Africa_goat,goat,Meat,32560,40193,32560,32560
Falkland Islands (Malvinas),South America,South America_goat,goat,Meat,0,0,0,0
Fiji,Island nation,Other_goat,goat,Meat,144,178,144,144
French Guiana,South America,South America_goat,goat,Meat,1,2,1,1
French Polynesia,Island nation,Other_goat,goat,Meat,52,64,52,52
Gabon,Central Africa,Central Africa_goat,goat,Meat,145,179,145,145
Gambia,Western Africa,Western Africa_goat,goat,Meat,378,466,378,378
Georgia,Western Asia,Western Asia_goat,goat,Meat,11,13,11,11
Ghana,Western Africa,Western Africa_goat,goat,Meat,9869,12182,9869,9869
Grenada,Caribbean,Caribbean_goat,goat,Meat,21,26,21,21
Guadeloupe,Caribbean,Caribbean_goat,goat,Meat,105,129,105,105
Guam,Island nation,Other_goat,goat,Meat,3,4,3,3
Guatemala,Central America,Central America_goat,goat,Meat,365,450,365,365
Guinea,Western Africa,Western Africa_goat,goat,Meat,3960,4888,3960,3960
Guinea-Bissau,Western Africa,Western Africa_goat,goat,Meat,531,655,531,531
Guyana,South America,South America_goat,goat,Meat,177,218,177,177
Haiti,Caribbean,Caribbean_goat,goat,Meat,3830,4727,3830,3830
Honduras,Central America,Central America_goat,goat,Meat,104,128,104,104
India,Southern Asia,Southern Asia_goat,goat,Meat,463190,571771,463190,463190
Indonesia,Southern Asia,Southern Asia_goat,goat,Meat,60961,75251,60961,60961
Iran (Islamic Republic of),Middle East,Middle East_goat,goat,Meat,77436,95589,77436,77436
Iraq,Middle East,Middle East_goat,goat,Meat,6290,7764,6290,6290
Israel,Middle East,Middle East_goat,goat,Meat,2210,2728,2210,2210
Jamaica,Caribbean,Caribbean_goat,goat,Meat,762,941,762,762
Japan,Eastern Asia,Eastern Asia_goat,goat,Meat,43,53,43,43
Jordan,Western Asia,Western Asia_goat,goat,Meat,3888,4799,3888,3888
Kazakhstan,East Europe and CIS,Other_goat,goat,Meat,13224,16324,13224,13224
Kenya,Eastern Africa,Eastern Africa_goat,goat,Meat,18480,22812,18480,18480
Kiribati,Island nation,Other_goat,goat,Meat,0,0,0,0
Kuwait,Western Asia,Western Asia_goat,goat,Meat,330,407,330,330
Kyrgyzstan,East Europe and CIS,Other_goat,goat,Meat,5103,6299,5103,5103
Lao People's Democratic Republic,Southern Asia,Southern Asia_goat,goat,Meat,1554,1919,1554,1554
Lebanon,Middle East,Middle East_goat,goat,Meat,1884,2325,1884,1884
Lesotho,Southern Africa,Southern Africa_goat,goat,Meat,986,1217,986,986
Liberia,Western Africa,Western Africa_goat,goat,Meat,463,572,463,463
Libya,Northern Africa,Northern Africa_goat,goat,Meat,7128,8799,7128,7128
Madagascar,Eastern Africa,Eastern Africa_goat,goat,Meat,4303,5312,4303,4303
Malawi,Eastern Africa,Eastern Africa_goat,goat,Meat,14252,17594,14252,14252
Malaysia,Southern Asia,Southern Asia_goat,goat,Meat,1458,1800,1458,1458
Mali,Western Africa,Western Africa_goat,goat,Meat,34250,42278,34250,34250
Martinique,Caribbean,Caribbean_goat,goat,Meat,14,18,14,14
Mauritania,Western Africa,Western Africa_goat,goat,Meat,7260,8962,7260,7260
Mauritius,Eastern Africa,Eastern Africa_goat,goat,Meat,40,49,40,40
Mexico,Central America,Central America_goat,goat,Meat,25380,31329,25380,25380
Micronesia (Federated States of),Island nation,Other_goat,goat,Meat,10,12,10,10
Mongolia,Eastern Asia,Eastern Asia_goat,goat,Meat,57721,71251,57721,57721
Montserrat,Caribbean,Caribbean_goat,goat,Meat,18,22,18,18
Morocco,Northern Africa,Northern Africa_goat,goat,Meat,14040,17331,14040,14040
Mozambique,Eastern Africa,Eastern Africa_goat,goat,Meat,9768,12058,9768,9768
Myanmar,Southern Asia,Southern Asia_goat,goat,Meat,36473,45023,36473,36473
Namibia,Southern Africa,Southern Africa_goat,goat,Meat,1690,2086,1690,1690
Nauru,Island nation,Other_goat,goat,Meat,0,0,0,0
Nepal,Southern Asia,Southern Asia_goat,goat,Meat,50576,62432,50576,50576
Nicaragua,Central America,Central America_goat,goat,Meat,26,32,26,26
Niger,Western Africa,Western Africa_goat,goat,Meat,19448,24007,19448,19448
Nigeria,Western Africa,Western Africa_goat,goat,Meat,130200,160722,130200,130200
Niue,Island nation,Other_goat,goat,Meat,0,0,0,0
Occupied Palestinian Territory,Middle East,Middle East_goat,goat,Meat,2229,2752,2229,2229
Oman,Middle East,Middle East_goat,goat,Meat,8708,10749,8708,8708
Pakistan,Middle East,Middle East_goat,goat,Meat,160380,197976,160380,160380
Panama,Central America,Central America_goat,goat,Meat,0,0,0,0
Papua New Guinea,Island nation,Other_goat,goat,Meat,8,10,8,8
Paraguay,South America,South America_goat,goat,Meat,634,782,634,634
Peru,South America,South America_goat,goat,Meat,4121,5087,4121,4121
Philippines,Southern Asia,Southern Asia_goat,goat,Meat,49658,61299,49658,49658
Puerto Rico,Central America,Central America_goat,goat,Meat,9,11,9,9
Qatar,Middle East,Middle East_goat,goat,Meat,1270,1568,1270,1270
R'union,Eastern Africa,Eastern Africa_goat,goat,Meat,40,49,40,40
Republic of Korea,Eastern Asia,Eastern Asia_goat,goat,Meat,1296,1600,1296,1296
Republic of Moldova,East Europe and CIS,Other_goat,goat,Meat,0,0,0,0
Russian Federation,East Europe and CIS,Other_goat,goat,Meat,10486,12945,10486,10486
Rwanda,Eastern Africa,Eastern Africa_goat,goat,Meat,3204,3955,3204,3204
Saint Kitts and Nevis,Central America,Central America_goat,goat,Meat,6,8,6,6
Saint Lucia,Central America,Central America_goat,goat,Meat,31,38,31,31
Saint Vincent and the Grenadines,Caribbean,Caribbean_goat,goat,Meat,22,27,22,22
Samoa,Island nation,Other_goat,goat,Meat,0,0,0,0
Sao Tome and Principe,Central Africa,Central Africa_goat,goat,Meat,2,2,2,2
Saudi Arabia,Middle East,Middle East_goat,goat,Meat,16286,20104,16286,16286
Senegal,Western Africa,Western Africa_goat,goat,Meat,6536,8068,6536,6536
